,text,likes,Date,Time,confidence,language,script
29174,,0,2025-05-31,09:29:38,[0.9875925],Haitian Creole,Roman
29175,0:13 tum ne bohot ziyada blunders bhi maary hen bilkul godi media ki tarha,0,2025-05-31,09:29:38,[0.09796903],English,Roman
29176,,0,2025-05-31,09:29:40,[0.9875925],Haitian Creole,Roman
29177,"aapke sb example hinduo k ha
musalmano ka ek bhi nahi ha wah dhruv",0,2025-05-31,09:29:41,[0.11550469],Tagalog,Roman
29178,3dhruv bhai sachet news,0,2025-05-31,09:29:43,[0.5068233],English,Roman
29179,i think modi and nawaz sharif are brothers and business partners ... it was a false operation with the cooperation of modi and nawaz sharif :d this is fact rest are stories,0,2025-05-31,09:29:45,[0.9742797],English,Roman
29180,agr pakistan ne tax nii lgaaya to faida pakistan ki janta ko tha k wo sasti cheeze india se le rhay thay...yhi farq hy pakistan aur india me...india me pakistan dushmni aur muslim dushmni pe vote lya jata... pakistan me aisa nii hy 6:51,0,2025-05-31,09:29:45,[0.25059238],English,Roman
29181,"pakistan has never made any false attack and has never given any false news, we have been stagnant on our pak army and the whole world is giving testimony to this",0,2025-05-31,09:29:46,[0.96357775],English,Roman
29182,"that is why we say that hindo and muslim are two separate nations
the two-nation theory has been proven",0,2025-05-31,09:29:46,[0.9846611],English,Roman
29183,love from pakistan,0,2025-05-31,09:29:47,[0.789064],English,Roman
29184,hum jante ha tum sach bol te ho or hum tum par yakeen kerte ha,0,2025-05-31,09:29:22,[0.13321488],French,Roman
29185,bus hamas ke kheelaf nhi bola,0,2025-06-03,11:08:31,[0.23252453],Indonesian,Roman
29186,"naye kharid lenge , hame konsa imf se loan lena padta hain",0,2025-06-03,11:09:27,[0.15963472],Hungarian,Roman
29187,video how ussr from,0,2025-06-03,11:10:36,[0.8824691],English,Roman
29188,bhai mai rahim yar khan mai rahta ho yaha tu koi air base nai ha kia ho gyaha,0,2025-06-03,11:12:06,[0.23286131],Breton,Roman
29189,i love you,0,2025-06-03,11:12:31,[0.4059542],English,Roman
29190,whatsapp university ka messiah woke up again,0,2025-06-03,11:14:41,[0.66165036],English,Roman
29191,"same video based on last
change kya hai is mai",0,2025-06-03,11:15:31,[0.90685976],English,Roman
29192,"dear dhruv sir, i have been following your content for years
could you please start a series on our legendary leadership, covering the chola dynasty, the maurya empire, and the era of british rule—a series that comprehensively represents our entire history",0,2025-06-03,11:15:52,[0.9492991],English,Roman
29193,"stop crying now
it's a good consolation for indians after losing
no one believes on your media all over the word
keep crying",0,2025-06-03,11:15:54,[0.94049424],English,Roman
29194,pakistan zindababad,0,2025-06-03,11:18:09,[0.43567804],English,Roman
29195,vo sare fighter jet slamat se wapas aye he pakistan jhoote,0,2025-06-03,11:18:21,[0.25307062],English,Roman
29196,"4:23 paani band karna chahteho,bhaii pakistan pa iske upar meme pe meme banaya ja raha haii,tumhe kya lagta hai,woh log darte haii!
!
?
,bhaiii social media peeto joker ban hi chuke ho,agar sach ma hi band kardiya to kaahi mu dikhane ke layak nehi rahoge",0,2025-06-03,11:18:44,[0.28941163],English,Roman
29197,both government are toxic for normal peoples specially modi & nawaz sharif and half of armies both sides india n pak but i appreciate ur news n little bit u have to clarify more almost u approach main point,0,2025-06-03,11:21:00,[0.9221988],English,Roman
29198,"nepal ka oli ka khilaf v videos banao dhruv vai
plz !",0,2025-05-31,09:28:49,[0.1370541],Malayalam,Devanagari
29199,you hindo always try to kill our muslim bro and sis in india,0,2025-05-31,09:28:49,[0.8855176],English,Roman
29200,"in video 30% truth & 30% false & 40% half truth
love to  indian armed forces",0,2025-05-31,09:28:50,[0.69799095],English,Roman
29201,israel to har genocide karta hai lekin video kyu nhi bna rahe ho,0,2025-05-31,09:28:53,[0.09832232],English,Roman
29202,asim munir ne khud hinduphobia start kiya tha,0,2025-05-31,09:28:54,[0.3177592],English,Roman
29203,,0,2025-05-31,09:28:55,[0.9875925],Haitian Creole,Roman
29204,pakistan respond rathee in line,0,2025-05-31,09:29:02,[0.71828026],English,Roman
29205,informative video,0,2025-05-31,09:29:02,[0.48014218],English,Roman
29206,according to new york times pakistan destroyed 5 indian jets,0,2025-05-31,09:29:05,[0.81890965],English,Roman
29207,save condom save earth ..do 1 or 2 child in one family..,0,2025-05-31,09:29:11,[0.5624393],English,Roman
29208,"vikram misri is foreign secretary not former secretary as read by you
lagta hai teleprompter se padh rahe ho",0,2025-05-31,09:29:12,[0.96894777],English,Roman
29209,by this video ur fans from pakistan they feel relax,0,2025-05-31,09:29:18,[0.962896],English,Roman
29210,pakistan  strong world,0,2025-05-31,09:29:20,[0.4109476],English,Roman
29211,pakistan zindabad,0,2025-05-31,09:29:20,[0.5192127],English,Roman
29212,"you are modi influencer who has a dark ego of hindu supermacy
that hitler mentality would ruin india and send it back to stone ages
how are you treating muslims in india, the butcher of gujrat and atrocities in kashmir
why you have no courage to speak about them
in pahalgam they were home grown freedom fighters fighting indian occupied aggression
kashmir is burning and people are suffering and you can't deny that",0,2025-05-31,09:29:21,[0.971759],English,Roman
29213,o tu para ja to hota kon ha pakistan ko kuch kehna wala,0,2025-05-31,09:29:21,[0.12929393],Tagalog,Roman
29214,dhruv bhai love from bangladesh,0,2025-05-31,09:28:21,[0.6692754],English,Roman
29215,"newslaundry is authentic?
?",0,2025-05-31,09:28:22,[0.9527754],English,Roman
29216,o bhai bus busitna suchiii apki leadership hoti to saboot datii datii..ya ap itna sucha hota to jhoti kabhrain na data ... chalo such mujhsa suno india k 6fighter aircrafts shut down howa ya bhi international media bol raha ha khud rafele bnana wali company na ya mana ha rafele shut down howa ap btao na apni barbadi,0,2025-05-31,09:28:24,[0.5408063],English,Roman
29217,our pm is the boss,0,2025-05-31,09:28:25,[0.9756586],English,Roman
29218,iam pakistani i full support to you @dhurv rathe,0,2025-05-31,09:28:28,[0.87596226],English,Roman
29219,pichli video ma international source q nhi dea,0,2025-05-31,09:28:29,[0.33749261],English,Roman
29220,"you should prove that pakistan is involved in the plgam attack ?
time has been over a month
why that these people not arrested yet?
pakistan had given a person to investigate it from any neutral country and then why did india run away from it?
pakistan responded to the attacks of you guys, dropped six indian ships and kept it in front of the world with evidence that we dropped indian warships in our defense
then on may 10, pakistan responded vigorously to india, reserved the right to answer, then india ran to the united states and started to mediate
this is the failure of india and its agencies that were attacked in plgam
it is not possible that terrorists pass within 100 km and there is no indian soldier
the same india, which has such a large army and is proud of its army",0,2025-05-31,09:28:29,[0.9814774],English,Roman
29221,godi youtuber ko jalan ho raha hoga right bing godi youtuber,0,2025-05-31,09:28:30,[0.14870737],Serbian (Roman),Roman
29222,tu huta kon hy sab k bare me bolne wala bas chaye tujhe pesaaa kabi kisi ko galat boldo or kabi kisi ko roti to tujhe ise ho milti is k elwa teri okat kya hy bhoke nange,0,2025-05-31,09:28:30,[0.08543943],English,Roman
29223,ani pe video banao dhruv rathee sir,0,2025-05-31,09:28:32,[0.55216104],Romanian,Roman
29224,yesh,0,2025-05-31,09:28:34,[0.7807335],English,Roman
29225,great efforts,0,2025-05-31,09:28:35,[0.9734086],English,Roman
29226,"but dhruv i didn't got any counters on the videos which where made by pakistani what you want to say on that ?
?",0,2025-05-31,09:28:35,[0.9926893],English,Roman
29227,end mai hag diya isne,0,2025-05-31,09:28:36,[0.5975127],Breton,Roman
29228,most awaited video,0,2025-05-31,09:28:38,[0.922401],English,Roman
29229,lol,0,2025-05-31,09:28:39,[0.50252485],English,Roman
29230,aj phir se chawal mari ha sari pakistan k khilaf,0,2025-06-03,11:23:13,[0.12750751],English,Roman
29231,"bro i don't comment usually also don't follow you
but as u said ki cheezeeeee samajh se bahar hai hogi hi lkn government ke samajh mein hai..i don't think u r proud of our defense system and operation sindoor and all the other things like cutting of with pakistan in everything...",0,2025-06-03,11:24:00,[0.95244753],English,Roman
29232,likn sir g ap ny pakistan k hilaf ghalat information dea hai  pakistan zinda abad,0,2025-06-03,11:25:15,[0.4181633],English,Roman
29233,,0,2025-06-03,11:26:48,[0.9875925],Haitian Creole,Roman
29234,bharatiya ekta zindabad,0,2025-06-03,11:28:13,[0.46695003],English,Roman
29235,"tum ho kaun ?
?
!",0,2025-06-03,11:30:00,[0.18142974],Italian,Roman
29236,pakistani viewer:; are ye to pol khol raha hai,0,2025-06-03,11:31:28,[0.85818857],English,Roman
29237,go to hell...,0,2025-06-03,11:32:35,[0.7930315],English,Roman
29238,khoti k khur,0,2025-06-03,11:33:19,[0.7358057],English,Roman
29239,very good video sir jai bhim jai bharat,0,2025-06-03,11:35:34,[0.84639716],English,Roman
29240,*apna knowledge to phely correct kr len pl-15 air to air bvr missile hai s400 is mai kesy a gya isy down krny mai..*,0,2025-06-03,11:36:21,[0.5898531],English,Roman
29241,*aghar such man hi liya rafael k bary mai..*,0,2025-06-03,11:38:41,[0.5211736],English,Roman
29242,*aghar rafael hota to aj ye na hota..*,0,2025-06-03,11:39:09,[0.49013647],English,Roman
29243,hats off you,0,2025-05-31,09:28:21,[0.67160934],English,Roman
29244,please aik video bla per bano jis ko india sport karta ha pakistan k leye but tum nahi banao ge tum ho to hindo he na,0,2025-05-31,09:27:58,[0.15316702],English,Roman
29245,"hats off to you
itna documents kyse nikal lete ho bhai  mehenat dikhta hein apka",0,2025-05-31,09:28:01,[0.45692918],English,Roman
29246,"i didn't expect you are saying this
kiya hogaya ha bhai apki research ko
agar itna deep dik jana chate ho to balochistan ma is waqt bla pr honest review do k wo log kon ha kon unhe operate karrha ha puri honesty se is topic pr video banao zara",0,2025-05-31,09:28:02,[0.70957464],English,Roman
29247,"why is it that whenever something happens in your country, pakistan is mentioned?
you don't have any enemies, of course you do
so don't use the words pakistan and muslims",0,2025-05-31,09:28:03,[0.9713969],English,Roman
29248,ak cheez notice ki is nay bla ya baluchistan wali baat he nhi ki,0,2025-05-31,09:28:05,[0.51411724],English,Roman
29249,typical hindu,0,2025-05-31,09:28:05,[0.9019627],English,Roman
29250,dhruv rathe  his haters,0,2025-05-31,09:28:05,[0.99793833],English,Roman
29251,,0,2025-05-31,09:28:07,[0.9875925],Haitian Creole,Roman
29252,,0,2025-05-31,09:28:08,[0.9875925],Haitian Creole,Roman
29253,"ok
where is your 6 aircraft",0,2025-05-31,09:28:10,[0.9898989],English,Roman
29254,good job,0,2025-05-31,09:28:10,[0.9627148],English,Roman
29255,dhruv bhaiya ab kafir ban gaye  ek baar pakistan ki iss jung me kesi jeet hui uspe ek video bana dete to ap jannat ki haq dar ban sakte ho,0,2025-05-31,09:28:11,[0.25971642],English,Roman
29256,you are right,0,2025-05-31,09:28:13,[0.98274493],English,Roman
29257,bhartiya ekta jindabaad,0,2025-05-31,09:28:14,[0.33489597],English,Roman
29258,video report on pak terrorists attack contains true weight with relevant facts,0,2025-05-31,09:28:19,[0.8691547],English,Roman
29259,pakistani: ye to salwar khol rha h,0,2025-05-31,09:28:20,[0.40367073],English,Roman
29260,please video caw meet export india,0,2025-06-03,11:44:57,[0.7745552],English,Roman
29261,covid -19 ke new variant pe video chahiye bhiya,0,2025-06-03,11:45:12,[0.5318479],English,Roman
29262,"tum ho he kya?
jao apna kaam kero
jouth  jahil",0,2025-06-03,11:48:01,[0.12587632],English,Roman
29263,sach batao raha tel girkar tava ho gaya,0,2025-06-03,11:50:05,[0.12358784],German,Roman
29264,same on druv,0,2025-06-03,11:50:29,[0.67285836],English,Roman
29265,make a video on kashmir genocide,0,2025-06-03,11:51:03,[0.57036674],English,Roman
29266,flash news,0,2025-06-03,11:52:11,[0.34406143],English,Roman
29267,fraud,0,2025-06-03,11:52:38,[0.7504526],English,Roman
29268,14:01 shaheed nhi gharaq hoye,0,2025-06-03,11:55:14,[0.3332959],English,Roman
29269,make video on ani,0,2025-05-31,09:27:46,[0.69634926],English,Roman
29270,,0,2025-05-31,09:27:49,[0.9875925],Haitian Creole,Roman
29271,"please raise your voice against the recent incidents of extortion of youtube creators by the ani
please make a video and send a strong message to them",0,2025-05-31,09:27:50,[0.9283503],English,Roman
29272,,0,2025-05-31,09:27:52,[0.9875925],Haitian Creole,Roman
29273,"alhamdulliah
we have betrayed jinnah ideology",0,2025-05-31,09:27:52,[0.74533653],English,Roman
29274,ap rafel company say pochy,0,2025-05-31,09:27:53,[0.71485585],English,Roman
29275,"yeh hamley sirf jaab hi kiyun hoty hain jaab lindia main election hony waly hoty hain?
it was indeed the false flag opreation..",0,2025-05-31,09:27:29,[0.6943072],English,Roman
29276,tu kuch bhi kar desh ke khilaaf mat ja warna 1 brahmos tuje bhi milegaa,0,2025-05-31,09:27:30,[0.12440617],Slovenian,Roman
29277,as a fan of you i want one video of kashmir files too,0,2025-05-31,09:27:31,[0.95352536],English,Roman
29278,"the war mongering india thinking all muslims to be terrorists can not be allowed to rule over muslims of kashmir
at least",0,2025-05-31,09:27:32,[0.87964475],English,Roman
29279,@brijesh9258,0,2025-05-31,09:27:34,[0.5824232],English,Roman
29280,well one we indian should learn from pakistanis is patriotism,0,2025-05-31,09:27:35,[0.96030515],English,Roman
29281,yar ap ye bhi dhekho na bla blochistan mai kya ker rha hai dgispr ahmed sheef ki presconfrense dhekho phir es per video bnao,0,2025-05-31,09:27:38,[0.07829321],Breton,Roman
